Variables	Min	FirstQu	Median	Mean	ThirdQu	Max	SD
VK	47.699185	97.572194	202.790995	230.378384692308	319.592375	674.6513	153.286426779256
CHOLE	11.59725	72.85125	369.321	408.706740076923	643.1979375	1141.613	331.277163182093
SFAT	8.1353273705	14.927546315	22.139743	27.7444764092885	31.70464925	71.78501	18.1424243976814
S040	0	0.165984	0.430611875	0.509173589384615	0.772669	1.696077574	0.468930206395622
S060	0	0.11615625	0.215054625	0.335953716230769	0.51872	1.286115122	0.337687045663723
S080	0	0.11548275	0.176665	0.264067640461538	0.368977	0.816483652	0.227124905397389
S100	0.007595	0.1780575	0.3445006875	0.521555564346154	0.77639775	1.978535298	0.486793509095076
S120	0.015633	0.199266125	0.372469125	0.689832189115385	0.9110795	3.081725875	0.75993522820354
S140	0.195533	0.863559125	1.7771488125	2.28196695161538	3.4130454375	7.695446608	1.93976479840066
S160	5.671932375	8.864415125	12.470416	15.5879501798846	18.561611625	36.90748	9.25948999647516
S180	1.8421333095	3.570540085	4.4491505	6.52872654440385	8.080238625	20.1456	4.8213860187913
MFAT	13.418409748	24.459068625	30.91106875	34.5120185134615	45.7636803125	70.33006	16.1090643159975
M161	0.1192675	0.55959925	1.115347716	1.35531584111538	2.1024205	3.290175	0.97137166002901
M181	11.876427232	23.6637298125	28.591248	31.9045541870769	41.552999375	66.91039	14.8983515748839
M201	0.1176425	0.24376375	0.3681287335	0.629787808846154	0.701598875	2.453269	0.583985091892436
M221	0.000825	0.008687	0.01701	0.113789532692308	0.11477025	1.575872	0.306833143508984
PFAT	13.27577	17.09073634375	24.541530875	26.9196217491731	36.9581475	54.34961	11.3531260000218
P182	9.008843506	15.30309334375	20.3648856875	22.9511054419615	30.740745808	43.3873295	9.82235847362288
P183	1.269340226	1.79416275	2.74029875	2.90519395698077	3.593437625	7.337705	1.39855347905889
P184	0	0	0.000737625	0.0502733461538462	0.042517	0.324324	0.0965094072091958
P204	0.00233	0.042044375	0.1994981	0.205869023153846	0.342637159	0.581173652	0.170764252359522
P205	0	0.000865	0.007165	0.185934363692308	0.2462475	1.101493536	0.315797185983229
P225	0	0.00451	0.01857	0.0617096442307692	0.079267	0.346057	0.0920880019075279
P226	0	0.002255	0.043475	0.366474280769231	0.521667	2.06813	0.609109529642846
VITD	1.7075	3.120275	6.70875	13.4495967230769	16.817975	70.64	17.0202264635865
CHOLN	130.5283	208.306959375	433.1622	476.670463513462	650.2410576375	1061.96388	282.487097599767
VITE_ADD	0	0	0	0.808130769230769	0	8.347	2.27447097247149
B12_ADD	0	0	0	1.3982325	2.135775	10.7937	2.49289623570306
F_TOTAL	0	0	0.14301875	0.696783096153846	1.26585	4.037445	1.03483383603274
F_CITMLB	0	0	0	0.215260576923077	0.156675	1.5555	0.402646793491087
F_OTHER	0	0	0	0.393671442307692	0.2414	3.035495	0.801796799438041
F_JUICE	0	0	0	0.0878510769230769	0	1.0416	0.23423883545423
V_TOTAL	0.54288458	1.6451375	2.082548125	2.57034950307692	3.27947875	7.08473125	1.51200262754458
V_DRKGR	0	0	0.30235	0.430107692307692	0.8636925	1.66584	0.474863360608567
V_REDOR_TOTAL	0	0.0525375	0.20925	0.288579230769231	0.39105	1.48535	0.339011506184354
V_REDOR_TOMATO	0	0	0.01248	0.201406153846154	0.238425	1.48535	0.35941472744535
V_REDOR_OTHER	0	0	0	0.0871730769230769	0.12481875	0.434	0.124418136122327
V_STARCHY_TOTAL	0	0	0.10625	0.464911057692308	0.37465	4.6146	1.01998323620616
V_STARCHY_POTATO	0	0	0	0.412176923076923	0.1843	4.6146	1.03076161368483
V_STARCHY_OTHER	0	0	0	0.0527341346153846	0.081375	0.4248	0.105876065080693
V_OTHER	0	0.6254171875	1.0198	1.38675152230769	1.9701525	4.4355	1.0777344082879
V_LEGUMES	0	0	0.06	0.288502884615385	0.402975	1.2951	0.413779403325427
G_TOTAL	0	1.8841	4.8641	5.21743169230769	6.487075	17.9732	4.60238418262909
G_WHOLE	0	0	0	0.637161538461538	1.295125	4.2542	1.09380148000519
G_REFINED	0	0.619275	3.62675	4.58027015384615	6.152125	17.9732	4.76941038056746
PF_TOTAL	0	3.1444125	6.42095	7.37723317307692	9.78644375	25.130085	5.84954382605068
PF_MPS_TOTAL	0	0	4.05625	4.81584846153846	8.438235	17.63526	4.98900458739632
PF_MEAT	0	0	0	1.04117615384615	1.80691	6.5898	1.77908545769578
PF_CUREDMEAT	0	0	0	0.721565769230769	0.54642	6.00453	1.41211932259048
PF_ORGAN	0	0	0	0	0	0	0
PF_POULT	0	0	0	0.506661538461538	0	5.7635	1.41332872951113
PF_SEAFD_HI	0	0	0	1.85708423076923	1.7959725	12.10392	3.61097742983827
PF_SEAFD_LOW	0	0	0	0.689360769230769	0	11.54056	2.35882695797708
PF_EGGS	0	0.0717375	0.57974	1.24764961538462	1.980375	5.4066	1.40779865055335
PF_SOY	0	0	0	0.494067307692308	0.1929	3.397	1.01344741500902
PF_NUTSDS	0	0	0	0.819667788461539	1.14103125	4.811625	1.33909653178889
PF_LEGUMES	0	0	0.24	1.16106923076923	1.617075	5.3212	1.66393819102916
D_TOTAL	0	0.736375	1.3896	1.87911855769231	3.12966	5.509355	1.56175125823948
D_MILK	0	0.152325	0.458	0.717738846153846	1.2344625	2.51	0.744228176033812
D_YOGURT	0	0	0	0.139352403846154	0.0354	1.50675	0.329896573035005
D_CHEESE	0	0	0.4662	0.813398076923077	0.965103125	5.509355	1.29242632704563
OILS	12.03665	25.5969375	40.6545196	41.7630267657692	53.85760449	77.094175	19.9139219315023
SOLID_FATS	2.4395775	11.4303	18.23309	31.8624295334615	34.955395625	116.2686	32.4664057554179
ADD_SUGARS	0	0.367095	1.85265	7.39515110576923	12.9560925	30.3123	9.05609572849118
A_DRINKS	0	0	0	0.276715384615385	0.49635	1.374	0.455960335724333
Gender	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Age	25	31	38	41.1153846153846	47	71	13.6742880562812
Weight	48	53.9	69	71.0192307692308	85	99	17.6293169290422
Height	152	161.3	169	169.353846153846	177.8	186	10.3649498124875
BMI	19	21	24.5	24.6153846153846	27	32	4.57888128762407
Waist.Circumference	75	80.25	85.5	86.5384615384615	90	101	7.95226141034496
