SEQN	SDDSRVYR	RIDSTATR	RIAGENDR	RIDAGEYR	RIDAGEMN	RIDRETH1	RIDRETH3	RIDEXMON	RIDEXAGM	DMQMILIZ	DMQADFC	DMDBORN4	DMDCITZN	DMDYRSUS	DMDEDUC3	DMDEDUC2	DMDMARTL	RIDEXPRG	SIALANG	SIAPROXY	SIAINTRP	FIALANG	FIAPROXY	FIAINTRP	MIALANG	MIAPROXY	MIAINTRP	AIALANGA	DMDHHSIZ	DMDFMSIZ	DMDHHSZA	DMDHHSZB	DMDHHSZE	DMDHRGND	DMDHRAGE	DMDHRBR4	DMDHREDU	DMDHRMAR	DMDHSEDU	WTINT2YR	WTMEC2YR	SDMVPSU	SDMVSTRA	INDHHIN2	INDFMIN2	INDFMPIR
84686	9	2	1	23	NA	1	1	1	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	6	6	1	1	0	2	30	1	3	6	NA	31590.342655	37671.062156	2	121	99	99	NA
84691	9	2	2	80	NA	2	2	2	NA	2	NA	2	1	9	NA	1	2	NA	2	2	2	2	2	2	2	2	1	NA	1	1	0	0	1	2	80	2	1	2	NA	8098.886819	9787.233556	2	119	3	3	1.26
84694	9	2	1	58	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	56	1	4	1	5	127439.179965	130692.799771	1	130	15	15	5
84696	9	2	1	61	NA	2	2	1	NA	1	2	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	6	6	1	1	1	1	61	1	3	1	2	8943.542163	9491.973814	2	127	15	15	3.07
84698	9	2	2	22	NA	5	7	2	NA	2	NA	1	1	NA	NA	2	6	2	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	2	22	1	2	6	NA	89469.069495	87567.834323	1	126	7	5	1.7
84700	9	2	2	48	NA	4	4	1	NA	2	NA	2	2	3	NA	3	1	NA	1	2	2	1	2	2	NA	NA	NA	NA	7	7	0	0	0	2	24	2	4	1	4	18342.949745	18382.333053	1	124	7	7	0.95
84702	9	2	1	47	NA	2	2	1	NA	2	NA	2	1	6	NA	4	1	NA	2	2	2	1	2	2	2	2	2	2	3	3	0	1	0	1	47	2	4	1	5	33493.166325	37644.931144	1	124	10	10	3.48
84703	9	2	1	75	NA	5	6	1	NA	2	NA	2	1	5	NA	3	1	NA	1	2	1	1	2	2	1	2	2	NA	2	2	0	0	2	2	67	2	1	1	3	17392.678035	17259.534084	2	132	5	5	1.25
84704	9	2	2	55	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	1	2	55	1	4	1	NA	114506.805777	115311.668805	2	125	8	8	2.23
84709	9	2	1	18	NA	4	4	2	225	2	NA	1	1	NA	11	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	53	1	3	99	NA	13286.582369	13511.47763	2	131	6	6	1.56
84710	9	2	2	71	NA	2	2	2	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	NA	NA	NA	NA	1	1	0	0	1	2	71	1	3	2	NA	8136.353578	7756.685068	1	123	5	5	1.83
84712	9	2	1	34	NA	4	4	1	NA	2	NA	1	1	NA	NA	2	5	NA	1	2	2	1	2	2	1	2	2	1	4	4	1	0	1	1	66	1	1	1	4	20879.118555	22046.197412	1	125	2	2	0.31
84715	9	2	1	60	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	1	1	60	1	3	5	NA	41980.470346	41581.199328	1	122	4	4	1.27
84717	9	2	1	50	NA	4	4	2	NA	2	NA	1	1	NA	NA	2	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	50	1	2	3	NA	22476.245751	22116.026482	1	126	1	1	0
84719	9	2	1	19	NA	4	4	2	237	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	45	1	5	4	NA	13184.199569	13407.361848	2	126	7	7	2.56
84720	9	2	2	57	NA	1	1	2	NA	2	NA	2	2	5	NA	2	5	NA	2	2	2	2	2	2	2	2	2	2	6	6	1	2	0	2	57	2	2	5	NA	14971.527355	15387.160983	1	126	5	5	0.75
84726	9	2	1	33	NA	5	6	1	NA	2	NA	2	2	4	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	33	2	5	1	5	25166.354326	26164.344544	2	121	15	15	5
84727	9	2	1	80	NA	3	3	1	NA	1	1	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	1	1	80	1	2	1	3	20288.916763	21681.577508	1	121	1	1	0.03
84732	9	2	1	80	NA	3	3	2	NA	1	1	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	NA	3	3	0	0	3	1	80	1	2	1	NA	33809.450842	42067.874233	1	123	7	7	1.79
84734	9	2	2	36	NA	3	3	1	NA	2	NA	1	1	NA	NA	3	6	2	1	2	2	1	2	2	1	2	2	1	3	2	0	1	0	1	37	1	3	4	NA	109550.850967	111467.647866	2	125	7	2	0.44
84735	9	2	1	59	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	59	1	4	3	NA	38962.542524	40490.172276	2	124	5	5	1.87
84736	9	2	2	54	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	6	6	3	0	0	2	54	1	4	5	NA	23297.819372	24100.148835	2	131	6	6	0.94
84742	9	2	2	80	NA	3	3	1	NA	2	NA	1	1	NA	NA	5	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	2	80	1	5	2	NA	32188.853739	35713.823291	2	128	4	4	1.43
84745	9	2	2	42	NA	1	1	1	NA	2	NA	2	2	6	NA	1	1	2	2	2	2	1	2	2	NA	NA	NA	NA	5	5	0	2	0	1	39	2	1	1	1	26554.851804	26629.766997	2	133	9	9	2.11
84747	9	2	2	66	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	4	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	1	2	58	1	4	3	NA	40961.364121	40578.955148	2	132	5	5	1.43
84748	9	2	1	22	NA	2	2	1	NA	2	NA	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	2	41	1	4	1	3	33899.262973	35823.165693	2	125	15	15	4.73
84751	9	2	1	54	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	1	1	61	1	4	5	NA	136825.327026	145749.828766	1	126	6	5	1.87
84752	9	2	1	62	NA	3	3	1	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	2	2	68	1	4	1	3	105838.795863	104832.176273	1	131	8	8	2.36
84753	9	2	1	33	NA	3	3	2	NA	2	NA	1	1	NA	NA	1	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	1	2	0	1	33	1	1	1	1	31148.488398	32112.213036	2	123	8	8	1.76
84754	9	2	1	70	NA	3	3	1	NA	1	1	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	NA	3	3	0	0	3	1	70	1	2	1	2	68641.249557	75231.794112	2	125	3	3	0.62
84756	9	2	1	36	NA	5	6	1	NA	2	NA	2	2	5	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	1	1	0	2	36	2	4	1	5	25298.345231	27135.093003	2	122	15	15	5
84757	9	2	1	56	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	0	1	56	1	4	1	5	140767.939576	145099.962707	2	121	15	15	5
84759	9	2	2	34	NA	1	1	2	NA	2	NA	2	2	4	NA	4	6	2	2	2	2	2	2	2	2	2	1	2	3	3	0	1	0	2	34	2	4	6	NA	31832.859424	37205.302757	2	124	4	4	0.89
84760	9	2	2	23	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	1	1	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	2	23	1	3	1	2	50183.182691	50784.620384	2	123	8	8	2.48
84765	9	2	2	44	NA	2	2	1	NA	2	NA	2	1	6	NA	2	1	2	2	2	2	1	2	2	2	2	2	2	4	3	0	0	0	1	51	2	1	3	NA	18887.470234	19411.816721	1	124	6	4	0.75
84766	9	2	2	40	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	5	5	0	1	0	2	40	1	4	1	4	23985.289296	24811.293824	1	123	15	15	5
84767	9	2	1	20	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	2	0	0	2	21	1	4	1	4	28107.712976	27829.547217	1	126	7	7	1.65
84771	9	2	1	31	NA	5	6	1	NA	2	NA	2	2	2	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	1	31	2	5	1	5	17648.944696	17746.224626	1	120	10	10	3.24
84775	9	2	1	28	NA	4	4	1	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	28	1	4	5	NA	29569.209128	33035.244551	1	129	7	7	3.06
84776	9	2	1	47	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	2	42	1	1	3	NA	16792.15255	16743.388028	1	123	7	7	1.48
84777	9	2	1	43	NA	4	4	2	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	3	0	2	42	1	2	1	2	18726.035163	18425.919264	2	131	10	10	2.46
84780	9	2	2	29	NA	2	2	1	NA	2	NA	1	1	NA	NA	4	6	1	1	2	2	1	2	2	1	2	2	1	3	2	1	0	0	1	43	1	2	6	NA	16993.416173	16688.194441	2	133	7	5	1.25
84783	9	2	2	47	NA	2	2	1	NA	2	NA	2	2	3	NA	1	6	NA	2	2	2	2	2	2	2	2	2	2	4	3	0	1	0	1	22	2	1	6	NA	24432.804371	25111.098234	1	129	7	4	0.75
84784	9	2	1	42	NA	1	1	1	NA	2	NA	2	2	77	NA	3	1	NA	2	2	2	1	2	2	2	2	2	2	6	6	1	1	0	2	28	2	2	1	NA	22138.267276	21940.697447	2	133	10	10	2.15
84785	9	2	1	66	NA	3	3	2	NA	1	2	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	1	1	66	1	4	6	NA	25229.219683	25408.716248	1	131	7	6	2.55
84786	9	2	2	50	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	1	51	1	2	1	4	130785.233602	130635.701412	1	121	14	14	3.3
84787	9	2	2	78	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	NA	4	4	0	1	2	1	80	1	3	1	3	17309.35911	16901.948131	2	131	6	6	1.34
84788	9	2	1	71	NA	3	3	1	NA	1	2	1	1	NA	NA	2	6	NA	1	2	2	1	2	2	1	2	2	NA	3	1	0	0	2	2	59	1	4	6	NA	66368.947973	67310.049888	1	125	14	3	1.19
84790	9	2	1	41	NA	1	1	2	NA	2	NA	2	2	3	NA	1	1	NA	2	2	2	2	2	2	2	2	1	2	4	4	1	1	0	2	41	2	1	1	1	29879.489271	30349.313868	1	123	4	4	0.8
84791	9	2	1	20	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	1	0	2	48	2	5	1	3	31689.353179	31687.554073	1	123	15	15	3.52
84795	9	2	2	38	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	4	4	2	0	0	1	38	1	4	1	5	143861.795589	147833.640122	1	126	15	15	5
84796	9	2	2	51	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	1	56	1	4	1	5	95411.808887	96082.454067	1	123	15	15	5
84797	9	2	2	25	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	4	4	0	0	1	2	25	1	4	5	NA	106959.705752	108241.601303	2	124	15	15	5
84800	9	2	1	19	NA	1	1	1	230	2	NA	2	2	4	13	NA	NA	NA	1	2	2	2	2	2	1	2	2	1	4	4	0	1	0	2	56	2	3	2	NA	14494.451776	14357.112766	1	121	3	3	0.49
84802	9	2	2	76	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	2	NA	1	2	2	1	2	2	1	2	2	NA	1	1	0	0	1	2	76	1	4	2	NA	95109.327383	104523.819259	2	124	7	7	2.95
84803	9	2	1	44	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	3	0	2	45	1	4	1	4	53057.387753	59605.516203	1	127	8	8	1.58
84804	9	2	1	71	NA	4	4	2	NA	1	2	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	2	67	1	4	1	3	10871.665079	11383.08984	2	126	9	9	4
84805	9	2	2	53	NA	4	4	1	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	0	1	53	1	3	1	2	19353.659443	19395.2128	1	133	4	4	0.85
84806	9	2	1	18	NA	5	6	1	222	2	NA	2	2	3	11	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	0	0	2	49	2	3	1	NA	12553.957567	12366.365637	1	129	15	15	4.98
84808	9	2	1	45	NA	5	6	2	NA	2	NA	2	2	3	NA	5	1	NA	1	2	2	1	2	2	1	2	2	3	4	4	0	2	0	1	45	2	5	1	5	22956.968225	22940.80521	1	129	15	15	5
84810	9	2	1	18	NA	4	4	1	220	2	NA	1	1	NA	11	NA	NA	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	1	57	1	4	1	3	14942.001339	15142.557961	2	126	6	6	1.24
84813	9	2	1	31	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	6	NA	1	2	2	1	2	2	NA	NA	NA	NA	7	7	2	3	0	2	29	1	3	6	NA	133661.536016	137796.982774	2	123	10	10	1.85
84817	9	2	1	75	NA	1	1	1	NA	1	2	1	1	NA	NA	5	2	NA	1	2	2	1	2	2	1	2	2	NA	2	1	0	0	2	1	75	1	5	2	NA	11138.899257	11258.826795	1	127	14	14	5
84818	9	2	2	33	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	5	5	0	3	0	1	34	1	3	1	4	50410.765657	51802.543948	1	130	8	8	1.76
84825	9	2	2	41	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	5	5	0	3	0	1	33	1	3	1	4	17291.668136	17887.15798	2	131	7	7	1.41
84826	9	2	2	45	NA	5	6	2	NA	2	NA	2	2	5	NA	3	1	NA	1	2	1	1	2	1	1	2	2	3	5	5	0	2	0	1	48	2	1	1	3	11282.848361	11685.487257	1	119	6	6	0.95
84828	9	2	2	61	NA	2	2	2	NA	2	NA	2	1	2	NA	5	1	NA	2	2	2	2	2	2	2	2	1	2	2	2	0	0	2	1	60	2	2	1	5	9440.214707	9166.833894	1	129	2	2	0.6
84829	9	2	1	24	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	6	6	2	0	0	2	21	1	4	1	4	38559.402097	41452.688427	1	131	15	15	4.61
84831	9	2	1	54	NA	1	1	1	NA	2	NA	2	1	7	NA	1	4	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	1	54	2	1	4	NA	24790.075411	25179.874148	2	132	5	3	1.18
84832	9	2	1	58	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	58	1	5	5	NA	168851.116094	179864.51626	1	132	7	7	2.97
84835	9	2	1	39	NA	4	4	2	NA	2	NA	1	1	NA	NA	2	6	NA	1	2	2	1	2	2	1	2	2	1	4	4	2	0	0	2	31	1	3	6	NA	22779.756516	24053.07522	2	130	8	8	2.06
84837	9	2	2	45	NA	1	1	1	NA	2	NA	2	2	4	NA	2	1	NA	2	2	2	2	2	2	2	2	2	2	4	4	0	1	0	2	45	2	2	1	2	15893.280165	15938.117476	1	120	7	7	1.65
84838	9	2	1	23	NA	5	6	1	NA	2	NA	2	1	6	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	2	1	0	0	0	1	23	2	5	5	NA	22956.396061	25070.025968	2	122	15	15	5
84841	9	2	2	27	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	5	2	1	2	2	1	2	2	NA	NA	NA	NA	3	3	1	1	0	2	27	1	3	5	NA	25123.436515	25379.408583	2	126	1	1	0.2
84842	9	2	1	50	NA	1	1	2	NA	2	NA	2	2	4	NA	3	1	NA	2	2	2	2	2	2	1	2	2	2	4	1	0	0	0	1	50	2	3	1	NA	27245.542814	27673.951279	1	132	10	3	1.02
84843	9	2	1	24	NA	5	6	1	NA	2	NA	1	1	NA	NA	5	5	NA	1	2	2	1	2	1	1	2	2	1	4	4	0	0	2	1	22	NA	NA	5	NA	26841.324625	25374.075322	2	122	6	6	1.26
84846	9	2	1	24	NA	5	6	1	NA	2	NA	2	2	2	NA	5	5	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	24	2	5	5	NA	16084.944762	15567.305986	2	125	6	6	2.53
84849	9	2	1	36	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	36	1	4	5	NA	27141.188863	28721.552627	2	130	7	7	3.37
84852	9	2	2	28	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	1	2	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	27	1	1	1	4	52364.677693	52875.553829	1	131	6	6	1.57
84854	9	2	2	51	NA	2	2	1	NA	2	NA	2	1	7	NA	3	1	NA	2	2	2	NA	NA	NA	1	2	2	2	5	5	0	0	0	1	54	2	1	1	3	12568.707932	14229.180598	2	133	NA	NA	NA
84859	9	2	2	42	NA	4	4	2	NA	2	NA	1	1	NA	NA	5	3	2	1	2	2	1	2	2	1	2	2	1	5	5	1	3	0	2	42	1	5	3	NA	24166.941226	24999.201477	1	126	9	9	1.94
84862	9	2	2	56	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	1	1	61	1	3	1	4	118592.753739	119426.336706	1	125	9	9	3.64
84865	9	2	1	26	NA	3	3	1	NA	2	NA	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	2	0	2	31	1	2	6	NA	53783.454801	57250.119071	2	125	7	7	1.32
84866	9	2	1	33	NA	1	1	1	NA	2	NA	2	2	5	NA	2	6	NA	2	2	2	1	2	2	2	2	1	2	5	5	0	3	0	1	33	2	2	6	NA	24494.468888	25463.372657	1	120	10	10	2.36
84867	9	2	2	62	NA	2	2	1	NA	2	NA	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	2	2	62	1	3	3	NA	10314.573927	10042.219819	1	127	3	3	0.88
84868	9	2	1	40	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	NA	NA	NA	1	2	2	1	4	4	0	0	0	2	20	NA	NA	5	NA	19612.037208	24591.75906	2	126	NA	NA	NA
84869	9	2	2	54	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	1	0	2	54	1	5	1	NA	135207.793004	134366.201344	1	130	14	14	3.98
84870	9	2	1	33	NA	5	6	1	NA	2	NA	2	2	1	NA	5	1	NA	1	2	2	NA	NA	NA	1	2	2	1	3	3	0	0	1	2	29	2	5	1	5	22242.369496	24134.966655	2	133	NA	NA	NA
84872	9	2	1	32	NA	1	1	1	NA	2	NA	2	2	4	NA	2	5	NA	2	2	2	2	2	2	2	2	1	2	5	5	0	1	0	2	50	2	1	4	NA	24494.468888	26545.556862	1	121	7	7	1.41
84874	9	2	1	22	NA	2	2	2	NA	1	2	1	1	NA	NA	4	6	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	2	0	1	22	1	4	6	NA	46018.890689	49005.751048	2	123	7	7	1.73
84878	9	2	1	46	NA	2	2	2	NA	2	NA	2	2	5	NA	1	6	NA	2	2	1	1	2	2	2	2	1	2	5	5	1	1	0	2	44	2	1	6	NA	30329.403833	30058.733367	1	129	7	7	1.48
84879	9	2	2	35	NA	1	1	1	NA	2	NA	1	1	NA	NA	2	3	2	1	2	2	1	2	2	1	2	2	1	3	3	0	2	0	2	35	1	2	3	NA	22875.997312	23876.276709	1	128	4	4	0.82
84880	9	2	2	44	NA	4	4	2	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	5	5	2	0	0	1	39	2	4	1	5	19440.911501	20110.416911	1	125	10	10	2.46
84887	9	2	2	42	NA	1	1	2	NA	2	NA	2	2	99	NA	1	6	2	2	2	2	1	2	2	2	2	2	2	5	5	0	2	0	1	46	NA	NA	1	1	20321.496345	20885.653698	1	126	99	99	NA
84893	9	2	2	46	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	5	NA	1	2	2	1	2	2	NA	NA	NA	NA	2	2	0	0	0	2	46	1	4	5	NA	17591.557685	18197.375115	1	119	12	12	NA
84894	9	2	2	73	NA	3	3	1	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	NA	2	2	0	0	2	1	70	1	5	1	5	103348.640186	108789.587392	1	125	15	15	5
84896	9	2	1	22	NA	5	6	2	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	0	1	1	67	2	2	1	4	11883.230381	11233.64763	1	119	6	6	1.24
84899	9	2	2	32	NA	3	3	2	NA	2	NA	1	1	NA	NA	4	5	2	1	2	2	1	2	2	1	2	2	1	4	4	1	0	0	2	55	1	3	1	4	44660.145343	44385.95881	1	123	8	8	1.86
84900	9	2	1	45	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	2	0	1	45	1	5	1	5	143996.842324	145204.951868	2	124	15	15	5
84901	9	2	2	61	NA	2	2	1	NA	2	NA	2	1	5	NA	3	1	NA	2	2	2	1	2	2	2	2	2	2	2	2	0	0	2	2	61	2	3	1	5	8254.457554	8015.415288	1	124	5	5	1.26
84904	9	2	2	48	NA	5	6	1	NA	2	NA	2	1	6	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	1	0	1	45	2	5	1	5	18418.592385	18861.196884	1	125	10	10	2.55
84905	9	2	2	18	NA	5	6	2	220	2	NA	1	1	NA	13	NA	NA	NA	1	2	2	NA	NA	NA	1	2	2	1	5	5	0	0	1	2	80	NA	NA	2	NA	6852.61812	6774.753046	2	119	NA	NA	NA
84906	9	2	1	53	NA	3	3	2	NA	1	2	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	1	1	53	1	4	3	NA	47307.934213	48515.741982	2	130	6	6	1.56
84912	9	2	1	57	NA	1	1	2	NA	2	NA	2	2	6	NA	5	1	NA	2	2	2	2	2	2	2	2	2	2	3	3	0	1	0	1	57	2	5	1	3	20604.715745	20693.172195	1	125	6	6	1.29
84913	9	2	2	47	NA	1	1	2	NA	2	NA	2	2	7	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	0	2	0	1	48	2	3	1	2	25042.431539	26547.626289	1	132	9	9	2.24
84914	9	2	2	52	NA	3	3	2	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	52	1	2	1	2	53672.748652	56385.556108	2	130	3	3	0.87
84915	9	2	2	45	NA	1	1	1	NA	2	NA	1	1	NA	NA	4	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	1	45	1	4	1	4	25107.801393	26271.81613	1	128	9	9	3.45
84916	9	2	1	38	NA	4	4	2	NA	2	NA	1	1	NA	NA	2	1	NA	1	2	2	1	2	2	1	2	2	1	2	2	0	0	0	2	53	1	1	1	2	23539.081733	24664.587153	2	131	2	2	0.55
84917	9	2	1	32	NA	1	1	2	NA	2	NA	1	1	NA	NA	2	5	NA	1	2	2	1	2	2	1	2	2	1	6	1	0	0	0	1	54	1	5	5	NA	40029.491142	41203.419096	2	124	9	2	0.67
84921	9	2	1	54	NA	4	4	1	NA	2	NA	2	2	3	NA	1	1	NA	1	2	1	1	2	2	1	2	1	NA	7	7	0	0	0	2	24	2	4	1	4	19593.17897	19279.165648	1	124	7	7	0.95
84923	9	2	2	66	NA	4	4	2	NA	2	NA	1	1	NA	NA	4	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	1	2	66	1	4	3	NA	19505.901216	20180.931379	1	126	4	4	1.67
84924	9	2	2	28	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	1	1	2	2	1	2	2	1	2	2	1	3	3	1	0	0	1	28	1	5	1	5	84864.500866	85881.588799	1	130	14	14	3.73
84926	9	2	1	40	NA	3	3	2	NA	2	NA	1	1	NA	NA	3	6	NA	1	2	2	1	2	2	1	2	2	1	5	4	0	1	0	1	40	1	3	6	NA	23886.018828	23769.420135	1	131	6	6	1.15
84927	9	2	2	43	NA	3	3	2	NA	2	NA	1	1	NA	NA	5	1	2	1	2	2	1	2	2	1	2	2	1	4	4	0	2	0	2	43	1	5	1	5	156027.911576	154348.406117	2	130	9	9	2.47
84929	9	2	2	67	NA	2	2	1	NA	2	NA	2	2	4	NA	1	2	NA	2	2	2	2	2	2	1	2	2	2	6	6	0	2	1	1	33	2	3	6	NA	6465.091297	8580.028209	2	133	6	6	0.94
84930	9	2	1	49	NA	4	4	1	NA	2	NA	1	1	NA	NA	3	3	NA	1	2	2	1	2	2	1	2	2	1	1	1	0	0	0	1	49	1	3	3	NA	21227.483918	20887.278137	2	121	6	6	2.53
84931	9	2	1	30	NA	4	4	2	NA	2	NA	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	0	0	2	48	1	4	5	NA	26228.044443	27755.238084	2	130	15	15	4.12
84932	9	2	1	60	NA	4	4	1	NA	2	NA	2	1	7	NA	1	4	NA	1	2	2	1	2	2	1	2	2	1	5	1	0	0	1	1	60	2	1	4	NA	12327.435375	11974.54088	2	125	7	1	0.04
84933	9	2	1	30	NA	3	3	2	NA	1	2	1	1	NA	NA	3	1	NA	1	2	2	1	2	2	1	2	2	1	5	5	3	0	0	2	32	2	4	1	3	32190.263008	34596.622271	1	122	6	6	0.88
84935	9	2	1	26	NA	3	3	2	NA	1	2	1	1	NA	NA	3	5	NA	1	2	2	1	2	2	1	2	2	1	3	3	0	1	0	1	54	NA	NA	3	NA	103695.273722	107814.966648	1	123	15	15	5
84938	9	2	1	77	NA	5	7	1	NA	2	NA	1	1	NA	NA	3	2	NA	1	2	2	1	2	2	1	2	2	NA	7	7	2	1	1	1	77	1	3	2	NA	13899.830831	14226.457019	2	125	8	7	1.08
84940	9	2	1	52	NA	5	6	2	NA	2	NA	2	1	8	NA	5	1	NA	1	2	2	1	2	2	1	2	2	1	4	4	0	1	0	2	50	2	5	1	5	19588.989561	20693.401057	1	132	15	15	4.12
