FoodCodes	drxfcsd	Main.food.description	Old.Main.food.description	ModCode	FoodID
11551050	MILK FRUIT DRINK (INCL LICUADO)	Milk_fruit_drink	Milk fruit drink	0	11551050.0
11830160	COCOA-FLAVORED BEVERAGE POWDER W/ SUGAR, DRY MIX	Cocoa_or_chocolate_flavored_beverage_powder_with_sugar_dry_mix_not_reconstituted	Cocoa (or chocolate) flavored beverage powder with sugar, dry mix, not reconstituted	0	11830160.0
12100100	CREAM, FLUID, NS AS TO LIGHT, HEAVY OR HALF  HALF	Cream_NS_as_to_light_heavy_or_half_and_half	Cream, NS as to light, heavy, or half and half	0	12100100.0
12110100	CREAM, LIGHT, FLUID (INCL COFFEE CRM, TABLE CREAM)	Cream_light_fluid	Cream, light, fluid	0	12110100.0
12120100	CREAM, HALF  HALF	Cream_half_and_half	Cream, half and half	0	12120100.0
12140000	CREAM, HEAVY, WHIPPED, SWEETENED	Cream_heavy_whipped_sweetened	Cream, heavy, whipped, sweetened	0	12140000.0
12200100	CREAM SUBSTITUTE, NS AS TO FROZEN,LIQUID OR POWDER	Cream_substitute_NS_as_to_frozen_liquid_or_powdered	Cream substitute, NS as to frozen, liquid, or powdered	0	12200100.0
12210200	CREAM SUBSTITUTE, LIQUID (INCLUDE COFFEE WHITNER)	Cream_substitute_liquid	Cream substitute, liquid	0	12210200.0
12210210	CREAM SUBSTITUTE, FLAVORED, LIQUID	Cream_substitute_flavored_liquid	Cream substitute, flavored, liquid	0	12210210.0
12210400	CREAM SUBSTITUTE, POWDERED	Cream_substitute_powdered	Cream substitute, powdered	0	12210400.0
12310100	SOUR CREAM (INCL W/ CHIVES)	Sour_cream	Sour cream	0	12310100.0
12310300	SOUR CREAM, REDUCED FAT	Sour_cream_reduced_fat	Sour cream, reduced fat	0	12310300.0
13110100	ICE CREAM, REGULAR, NOT CHOCOLATE	Ice_cream_regular_flavors_other_than_chocolate	Ice cream, regular, flavors other than chocolate	0	13110100.0
13110110	ICE CREAM, REGULAR, CHOCOLATE	Ice_cream_regular_chocolate	Ice cream, regular, chocolate	0	13110110.0
13120100	ICE CREAM BAR/STICK, CHOCOLATE COVERED	Ice_cream_bar_or_stick_chocolate_covered	Ice cream bar or stick, chocolate covered	0	13120100.0
13120300	ICE CREAM BAR, CAKE-COVERED	Ice_cream_bar_cake_covered	Ice cream bar, cake covered	0	13120300.0
13120500	ICE CREAM SANDWICH	Ice_cream_sandwich	Ice cream sandwich	0	13120500.0
13120720	ICE CREAM CONE, CHOC-COVERED OR DIPPED, NOT CHOC	Ice_cream_cone_chocolate_covered_or_dipped_flavors_other_than_chocolate	Ice cream cone, chocolate covered or dipped, flavors other than chocolate	0	13120720.0
13120770	ICE CREAM CONE, NO TOPPING, CHOCOLATE ICE CREAM	Ice_cream_cone_no_topping_chocolate_ice_cream	Ice cream cone, no topping, chocolate ice cream	0	13120770.0
13140900	LIGHT ICE CREAM,FUDGESICLE (FORMERLY ICE MILK)	Light_ice_cream_fudgesicle_formerly_ice_milk_	Light ice cream, fudgesicle (formerly ice milk)	0	13140900.0
13161630	LIGHT ICE CREAM,BAR/STICK, W/ LOW-CAL SWEETENER, CHOC COAT	Light_ice_cream_bar_or_stick_with_low_calorie_sweetener_chocolate_coated_formerly_ice_milk_	Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated (formerly ice milk)	0	13161630.0
13210250	PUDDING, CHOC, RTE, LO CAL, W/ ART SWTNER, NS DRY/CAN	Pudding_chocolate_ready_to_eat_low_calorie_containing_artificial_sweetener_NS_as_to_from_dry_mix_or_canned	Pudding, chocolate, ready-to-eat, low calorie, containing artificial sweetener, NS as to from dry mix or canned	0	13210250.0
13230110	PUDDING, CANNED, NOT CHOCOLATE	Pudding_canned_flavors_other_than_chocolate	Pudding, canned, flavors other than chocolate	0	13230110.0
13241000	PUDDING, W/ FRUIT  VANILLA WAFERS	Pudding_with_fruit_and_vanilla_wafers	Pudding, with fruit and vanilla wafers	0	13241000.0
14010000	CHEESE, NFS	Cheese_NFS	Cheese, NFS	0	14010000.0
14104250	CHEESE, COLBY JACK	Cheese_Colby_Jack	Cheese, Colby Jack	0	14104250.0
14104400	CHEESE, FETA (INCLUDE GOAT CHEESE)	Cheese_Feta	Cheese, Feta	0	14104400.0
14104700	CHEESE, GOAT	Cheese_goat	Cheese, goat	0	14104700.0
14105010	CHEESE, GOUDA OR EDAM	Cheese_Gouda_or_Edam	Cheese, Gouda or Edam	0	14105010.0
14106200	CHEESE, MONTEREY	Cheese_Monterey	Cheese, Monterey	0	14106200.0
14107010	CHEESE, MOZZARELLA, NFS (INCLUDE PIZZA CHEESE)	Cheese_Mozzarella_NFS	Cheese, Mozzarella, NFS	0	14107010.0
14107030	CHEESE, MOZZARELLA, PART SKIM (INCL LOWFAT)	Cheese_Mozzarella_part_skim	Cheese, Mozzarella, part skim	0	14107030.0
14107200	CHEESE, MUENSTER	Cheese_Muenster	Cheese, Muenster	0	14107200.0
14108010	CHEESE, PARMESAN, DRY, GRATED (INCLUDE ROMANO)	Cheese_Parmesan_dry_grated	Cheese, Parmesan, dry grated	0	14108010.0
14108400	CHEESE, PROVOLONE	Cheese_Provolone	Cheese, Provolone	0	14108400.0
14109010	CHEESE, SWISS	Cheese_Swiss	Cheese, Swiss	0	14109010.0
14131500	QUESO ASADERO (INCL OAXACAN-STYLE STRING CHEESE)	Queso_Asadero	Queso Asadero	0	14131500.0
14201200	COTTAGE CHEESE, FARMERS	Cottage_cheese_farmers	Cottage cheese, farmers	0	14201200.0
14201500	CHEESE, RICOTTA	Cheese_Ricotta	Cheese, Ricotta	0	14201500.0
14203510	P.R. WHITE CHEESE (QUESO DEL PAIS, BLANCO)	Puerto_Rican_white_cheese_queso_del_pais_blanco_	Puerto Rican white cheese (queso del pais, blanco)	0	14203510.0
14301010	CHEESE, CREAM	Cheese_cream	Cheese, cream	0	14301010.0
14410600	CHEESE, PROCESSED, W/VEGETABLES(INCL PEPPER CHEESE)	Cheese_processed_with_vegetables	Cheese, processed, with vegetables	0	14410600.0
14420100	CHEESE SPREAD, AMERICAN OR CHEDDAR CHEESE BASE	Cheese_spread_American_or_Cheddar_cheese_base	Cheese spread, American or Cheddar cheese base	0	14420100.0
14640100	CHEESE SANDWICH, GRILLED	Cheese_sandwich_grilled	Cheese sandwich, grilled	0	14640100.0
14650100	CHEESE SAUCE	Cheese_sauce	Cheese sauce	0	14650100.0
21000100	BEEF, NS AS TO CUT, COOKED, NS AS TO FAT	Beef_NS_as_to_cut_cooked_NS_as_to_fat_eaten	Beef, NS as to cut, cooked, NS as to fat eaten	0	21000100.0
21101020	BEEF STEAK, NS AS TO COOKING METHOD, LEAN ONLY	Beef_steak_NS_as_to_cooking_method_lean_only_eaten	Beef steak, NS as to cooking method, lean only eaten	0	21101020.0
21101110	BEEF STEAK, BROILED OR BAKED, NS AS TO FAT	Beef_steak_broiled_or_baked_NS_as_to_fat_eaten	Beef steak, broiled or baked, NS as to fat eaten	0	21101110.0
21101120	BEEF STEAK, BROILED OR BAKED, LEAN  FAT	Beef_steak_broiled_or_baked_lean_and_fat_eaten	Beef steak, broiled or baked, lean and fat eaten	0	21101120.0
21101130	BEEF STEAK, BROILED OR BAKED, LEAN ONLY	Beef_steak_broiled_or_baked_lean_only_eaten	Beef steak, broiled or baked, lean only eaten	0	21101130.0
21102110	BEEF STEAK, FRIED, NS AS TO FAT	Beef_steak_fried_NS_as_to_fat_eaten	Beef steak, fried, NS as to fat eaten	0	21102110.0
21102120	BEEF STEAK, FRIED, LEAN  FAT	Beef_steak_fried_lean_and_fat_eaten	Beef steak, fried, lean and fat eaten	0	21102120.0
21102130	BEEF STEAK, FRIED, LEAN ONLY	Beef_steak_fried_lean_only_eaten	Beef steak, fried, lean only eaten	0	21102130.0
21103130	BEEF STEAK, BREADED/FLOURED, BAKED/FRIED, LEAN ONLY	Beef_steak_breaded_or_floured_baked_or_fried_lean_only_eaten	Beef steak, breaded or floured, baked or fried, lean only eaten	0	21103130.0
21104110	BEEF STEAK, BATTERED, FRIED, NS AS TO FAT	Beef_steak_battered_fried_NS_as_to_fat_eaten	Beef steak, battered, fried, NS as to fat eaten	0	21104110.0
21105120	BEEF STEAK, BRAISED, LEAN  FAT	Beef_steak_braised_lean_and_fat_eaten	Beef steak, braised, lean and fat eaten	0	21105120.0
21105130	BEEF STEAK, BRAISED, LEAN ONLY	Beef_steak_braised_lean_only_eaten	Beef steak, braised, lean only eaten	0	21105130.0
21407110	BEEF, POT ROAST, BRAISED OR BOILED, LEAN  FAT	Beef_pot_roast_braised_or_boiled_lean_and_fat_eaten	Beef, pot roast, braised or boiled, lean and fat eaten	0	21407110.0
21417120	BEEF BRISKET, COOKED, LEAN ONLY	Beef_brisket_cooked_lean_only_eaten	Beef brisket, cooked, lean only eaten	0	21417120.0
21420100	BEEF, SANDWICH STEAK (FLAKED,FORMED, THINLY SLICED)	Beef_sandwich_steak_flaked_formed_thinly_sliced_	Beef, sandwich steak (flaked, formed, thinly sliced)	0	21420100.0
21602100	BEEF JERKY	Beef_jerky	Beef jerky	0	21602100.0
22000100	PORK, NS AS TO CUT, COOKED, NS AS TO FAT EATEN	Pork_NS_as_to_cut_cooked_NS_as_to_fat_eaten	Pork, NS as to cut, cooked, NS as to fat eaten	0	22000100.0
22101110	PORK CHOP, BROILED OR BAKED, LEAN  FAT	Pork_chop_broiled_or_baked_lean_and_fat_eaten	Pork chop, broiled or baked, lean and fat eaten	0	22101110.0
22101120	PORK CHOP, BROILED OR BAKED, LEAN ONLY	Pork_chop_broiled_or_baked_lean_only_eaten	Pork chop, broiled or baked, lean only eaten	0	22101120.0
22101210	PORK CHOP, FRIED, LEAN  FAT	Pork_chop_fried_lean_and_fat_eaten	Pork chop, fried, lean and fat eaten	0	22101210.0
22101220	PORK CHOP, FRIED, LEAN ONLY	Pork_chop_fried_lean_only_eaten	Pork chop, fried, lean only eaten	0	22101220.0
22107010	PORK CHOP, SMOKED OR CURED, COOKED, LEAN  FAT	Pork_chop_smoked_or_cured_cooked_lean_and_fat_eaten	Pork chop, smoked or cured, cooked, lean and fat eaten	0	22107010.0
22300130	HAM, FRIED, LEAN  FAT	Ham_fried_lean_and_fat_eaten	Ham, fried, lean and fat eaten	0	22300130.0
22311000	HAM, SMOKED OR CURED, COOKED, NS AS TO FAT	Ham_smoked_or_cured_cooked_NS_as_to_fat_eaten	Ham, smoked or cured, cooked, NS as to fat eaten	0	22311000.0
22311010	HAM, SMOKED OR CURED, COOKED, LEAN  FAT	Ham_smoked_or_cured_cooked_lean_and_fat_eaten	Ham, smoked or cured, cooked, lean and fat eaten	0	22311010.0
22311020	HAM, SMOKED OR CURED, COOKED, LEAN ONLY	Ham_smoked_or_cured_cooked_lean_only_eaten	Ham, smoked or cured, cooked, lean only eaten	0	22311020.0
22400110	PORK ROAST, NS AS TO CUT, COOKED, LEAN  FAT	Pork_roast_NS_as_to_cut_cooked_lean_and_fat_eaten	Pork roast, NS as to cut, cooked, lean and fat eaten	0	22400110.0
22400120	PORK ROAST, NS AS TO CUT, COOKED, LEAN ONLY	Pork_roast_NS_as_to_cut_cooked_lean_only_eaten	Pork roast, NS as to cut, cooked, lean only eaten	0	22400120.0
22600100	BACON, NS AS TO TYPE OF MEAT, COOKED	Bacon_NS_as_to_type_of_meat_cooked	Bacon, NS as to type of meat, cooked	0	22600100.0
22600200	PORK BACON, NS AS TO FRESH/SMOKED/CURED, COOKED	Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked	Pork bacon, NS as to fresh, smoked or cured, cooked	0	22600200.0
22701010	PORK, SPARERIBS, COOKED, LEAN  FAT	Pork_spareribs_cooked_lean_and_fat_eaten	Pork, spareribs, cooked, lean and fat eaten	0	22701010.0
22701020	PORK, SPARERIBS, COOKED, LEAN ONLY	Pork_spareribs_cooked_lean_only_eaten	Pork, spareribs, cooked, lean only eaten	0	22701020.0
22709010	PORK SKIN, RINDS, DEEP-FRIED	Pork_skin_rinds_deep_fried	Pork skin, rinds, deep-fried	0	22709010.0
23000100	LAMB, NS AS TO CUT, COOKED	Lamb_NS_as_to_cut_cooked	Lamb, NS as to cut, cooked	0	23000100.0
23104000	LAMB, LOIN CHOP, COOKED, NS AS TO FAT	Lamb_loin_chop_cooked_NS_as_to_fat_eaten	Lamb, loin chop, cooked, NS as to fat eaten	0	23104000.0
23120120	LAMB, ROAST, COOKED, LEAN ONLY EATEN	Lamb_roast_cooked_lean_only_eaten	Lamb, roast, cooked, lean only eaten	0	23120120.0
23321250	VENISON/DEER STEAK, BREADED OR FLOURED, COOKED	Venison_deer_steak_breaded_or_floured_cooked_NS_as_to_cooking_method	Venison/deer steak, breaded or floured, cooked, NS as to cooking method	0	23321250.0
23326100	BISON, COOKED	Bison_cooked	Bison, cooked	0	23326100.0
24100000	CHICKEN, NS AS TO PART, NS METHOD, SKIN	Chicken_NS_as_to_part_and_cooking_method_NS_as_to_skin_eaten	Chicken, NS as to part and cooking method, NS as to skin eaten	0	24100000.0
24100010	CHICKEN, NS AS TO PART, NS METHOD, W/ SKIN	Chicken_NS_as_to_part_and_cooking_method_skin_eaten	Chicken, NS as to part and cooking method, skin eaten	0	24100010.0
24100020	CHICKEN, NS AS TO PART, NS METHOD, W/O SKIN	Chicken_NS_as_to_part_and_cooking_method_skin_not_eaten	Chicken, NS as to part and cooking method, skin not eaten	0	24100020.0
24102000	CHICKEN, NS PART, ROASTED/BROILED/BAKED, NS SKIN	Chicken_NS_as_to_part_roasted_broiled_or_baked_NS_as_to_skin_eaten	Chicken, NS as to part, roasted, broiled, or baked, NS as to skin eaten	0	24102000.0
24102020	CHICKEN, NS PART, ROASTED/BROILED/BAKED, W/O SKIN	Chicken_NS_as_to_part_roasted_broiled_or_baked_skin_not_eaten	Chicken, NS as to part, roasted, broiled, or baked, skin not eaten	0	24102020.0
24120120	CHICKEN, BREAST, NS AS TO COOKING METHOD, W/O SKIN	Chicken_breast_NS_as_to_cooking_method_skin_not_eaten	Chicken, breast, NS as to cooking method, skin not eaten	0	24120120.0
24123120	CHICKEN, BREAST, STEWED, W/O SKIN	Chicken_breast_stewed_skin_not_eaten	Chicken, breast, stewed, skin not eaten	0	24123120.0
24130210	CHICKEN, LEG, NS AS TO COOKING METHOD, W/ SKIN	Chicken_leg_drumstick_and_thigh_NS_as_to_cooking_method_skin_eaten	Chicken, leg (drumstick and thigh), NS as to cooking method, skin eaten	0	24130210.0
24201020	TURKEY, LIGHT MEAT, COOKED, W/O SKIN	Turkey_light_meat_cooked_skin_not_eaten	Turkey, light meat, cooked, skin not eaten	0	24201020.0
24201030	TURKEY, LIGHT MEAT, COOKED, W/ SKIN	Turkey_light_meat_cooked_skin_eaten	Turkey, light meat, cooked, skin eaten	0	24201030.0
24201120	TURKEY, LIGHT MEAT, ROASTED, W/O SKIN	Turkey_light_meat_roasted_skin_not_eaten	Turkey, light meat, roasted, skin not eaten	0	24201120.0
24208500	TURKEY BACON, COOKED	Turkey_bacon_cooked	Turkey bacon, cooked	0	24208500.0
24300110	DUCK, COOKED, W/ SKIN	Duck_cooked_skin_eaten	Duck, cooked, skin eaten	0	24300110.0
25160110	TONGUE, SMOKED,CURED OR PICKLED, COOKED	Tongue_smoked_cured_or_pickled_cooked	Tongue, smoked, cured, or pickled, cooked	0	25160110.0
25220350	BRATWURST, PORK, COOKED	Bratwurst_pork_cooked	Bratwurst, pork, cooked	0	25220350.0
25220410	BOLOGNA, NFS	Bologna_NFS	Bologna, NFS	0	25220410.0
25220710	CHORIZOS	Chorizos	Chorizos	0	25220710.0
25221250	PEPPERONI	Pepperoni	Pepperoni	0	25221250.0
25221310	POLISH SAUSAGE	Polish_sausage	Polish sausage	0	25221310.0
25221350	ITALIAN SAUSAGE	Italian_sausage	Italian sausage	0	25221350.0
25221400	SAUSAGE (NOT COLD CUT), NFS	Sausage_not_cold_cut_NFS	Sausage (not cold cut), NFS	0	25221400.0
25221500	SALAMI, NFS	Salami_NFS	Salami, NFS	0	25221500.0
25221860	TURKEY SAUSAGE, REDUCED FAT, BROWN  SERVE, COOKED	Turkey_sausage_reduced_fat_brown_and_serve_cooked	Turkey sausage, reduced fat, brown and serve, cooked	0	25221860.0
25221870	TURKEYPORK SAUSAGE,FRESH,BULK,PATTY OR LINK,COOKED	Turkey_and_pork_sausage_fresh_bulk_patty_or_link_cooked	Turkey and pork sausage, fresh, bulk, patty or link, cooked	0	25221870.0
25230210	HAM, SLICED, PREPACKAGED OR DELI, LUNCHEON MEAT	Ham_sliced_prepackaged_or_deli_luncheon_meat	Ham, sliced, prepackaged or deli, luncheon meat	0	25230210.0
25230220	HAM, SLICED, LOW SALT, PREPACKAGED/DELI, LUNCH MEAT	Ham_sliced_low_salt_prepackaged_or_deli_luncheon_meat	Ham, sliced, low salt, prepackaged or deli, luncheon meat	0	25230220.0
25230800	TURKEY HAM	Turkey_ham	Turkey ham	0	25230800.0
25231110	BEEF, SLICED, PREPACKAGED/DELI, LUNCHEON MEAT	Beef_sliced_prepackaged_or_deli_luncheon_meat	Beef, sliced, prepackaged or deli, luncheon meat	0	25231110.0
26100110	FISH, COOKED, NS AS TO TYPE  COOKING METHOD	Fish_NS_as_to_type_cooked_NS_as_to_cooking_method	Fish, NS as to type, cooked, NS as to cooking method	0	26100110.0
26100170	FISH, NS AS TO TYPE, DRIED	Fish_NS_as_to_type_dried	Fish, NS as to type, dried	0	26100170.0
26115120	FLOUNDER, BAKED OR BROILED	Flounder_baked_or_broiled	Flounder, baked or broiled	0	26115120.0
26115140	FLOUNDER, FLOURED OR BREADED, FRIED	Flounder_floured_or_breaded_fried	Flounder, floured or breaded, fried	0	26115140.0
26121120	MACKEREL, BAKED OR BROILED	Mackerel_baked_or_broiled	Mackerel, baked or broiled	0	26121120.0
26137120	SALMON, BAKED OR BROILED	Salmon_baked_or_broiled	Salmon, baked or broiled	0	26137120.0
26137140	SALMON, FLOURED OR BREADED, FRIED	Salmon_floured_or_breaded_fried	Salmon, floured or breaded, fried	0	26137140.0
26141140	SEA BASS, FLOURED OR BREADED, FRIED	Sea_bass_floured_or_breaded_fried	Sea bass, floured or breaded, fried	0	26141140.0
26151120	TROUT, BAKED OR BROILED	Trout_baked_or_broiled	Trout, baked or broiled	0	26151120.0
26151190	TROUT, SMOKED	Trout_smoked	Trout, smoked	0	26151190.0
26155110	TUNA, CANNED, NS AS TO OIL OR WATER PACK	Tuna_canned_NS_as_to_oil_or_water_pack	Tuna, canned, NS as to oil or water pack	0	26155110.0
26155190	TUNA, CANNED, WATER PACK	Tuna_canned_water_pack	Tuna, canned, water pack	0	26155190.0
26303160	CLAMS, STEAMED OR BOILED	Clams_steamed_or_boiled	Clams, steamed or boiled	0	26303160.0
26305160	CRAB, HARD SHELL, STEAMED	Crab_hard_shell_steamed	Crab, hard shell, steamed	0	26305160.0
26313110	MUSSELS, COOKED, NS AS TO COOKING METHOD	Mussels_cooked_NS_as_to_cooking_method	Mussels, cooked, NS as to cooking method	0	26313110.0
26313160	MUSSELS, STEAMED	Mussels_steamed_or_poached	Mussels, steamed or poached	0	26313160.0
26315100	OYSTERS, RAW	Oysters_raw	Oysters, raw	0	26315100.0
26315130	OYSTERS, STEAMED	Oysters_steamed	Oysters, steamed	0	26315130.0
26319110	SHRIMP, COOKED, NS AS TO COOKING METHOD	Shrimp_cooked_NS_as_to_cooking_method	Shrimp, cooked, NS as to cooking method	0	26319110.0
26319120	SHRIMP, BAKED OR BROILED (INCL SAUTEED; PRAWN)	Shrimp_baked_or_broiled	Shrimp, baked or broiled	0	26319120.0
26319130	SHRIMP, STEAMED OR BOILED	Shrimp_steamed_or_boiled	Shrimp, steamed or boiled	0	26319130.0
26319140	SHRIMP, BREADED OR BATTERED, FRIED	Shrimp_floured_breaded_or_battered_fried	Shrimp, floured, breaded, or battered, fried	0	26319140.0
27111000	BEEF W/ TOMATO-BASED SAUCE (MIXTURE)	Beef_with_tomato_based_sauce_mixture_	Beef with tomato-based sauce (mixture)	0	27111000.0
27111420	CHILI CON CARNE W/O BEANS	Chili_con_carne_without_beans	Chili con carne without beans	0	27111420.0
27111500	BEEF SLOPPY JOE (NO BUN)	Beef_sloppy_joe_no_bun_	Beef sloppy joe (no bun)	0	27111500.0
27113100	BEEF STROGANOFF	Beef_stroganoff	Beef stroganoff	0	27113100.0
27116100	BEEF CURRY	Beef_curry	Beef curry	0	27116100.0
27116200	BEEF W/ BARBECUE SAUCE (MIXTURE)	Beef_with_barbecue_sauce_mixture_	Beef with barbecue sauce (mixture)	0	27116200.0
27120060	SWEET  SOUR PORK	Sweet_and_sour_pork	Sweet and sour pork	0	27120060.0
27120130	MEXICAN STYLE PORK STEW,NO POT,TOM-BASE SCE(MIXTUR	Mexican_style_pork_stew_no_potatoes_tomato_based_sauce_mixture_cerdo_guisado_sin_papas_	Mexican style pork stew, no potatoes, tomato-based sauce (mixture) (cerdo guisado sin papas)	0	27120130.0
27120150	PORK OR HAM W/ SOY-BASED SAUCE (MIXTURE)	Pork_or_ham_with_soy_based_sauce_mixture_	Pork or ham with soy-based sauce (mixture)	0	27120150.0
27120160	PORK CURRY	Pork_curry	Pork curry	0	27120160.0
27130100	LAMB CURRY	Lamb_curry	Lamb curry	0	27130100.0
27142000	CHICKEN W/ GRAVY (MIXTURE)	Chicken_with_gravy_mixture_	Chicken with gravy (mixture)	0	27142000.0
27145000	CHICKEN TERIYAKI	Chicken_or_turkey_teriyaki_chicken_or_turkey_with_soy_based_sauce_	Chicken or turkey teriyaki (chicken or turkey with soy-based sauce)	0	27145000.0
27146100	SWEET  SOUR CHICKEN	Sweet_and_sour_chicken_or_turkey	Sweet and sour chicken or turkey	0	27146100.0
27146150	CHICKEN CURRY	Chicken_curry	Chicken curry	0	27146150.0
27146200	CHICKEN W/ CHEESE SAUCE (MIXTURE)	Chicken_or_turkey_with_cheese_sauce_mixture_	Chicken or turkey with cheese sauce (mixture)	0	27146200.0
27146350	LEMON CHICKEN, CHINESE STYLE	Lemon_chicken_Chinese_style	Lemon chicken, Chinese style	0	27146350.0
27150110	SHRIMP COCKTAIL (SHRIMP W/ COCKTAIL SAUCE)	Shrimp_cocktail_shrimp_with_cocktail_sauce_	Shrimp cocktail (shrimp with cocktail sauce)	0	27150110.0
27162010	MEAT W/ TOMATO-BASED SAUCE	Meat_with_tomato_based_sauce_mixture_	Meat with tomato-based sauce (mixture)	0	27162010.0
27211100	BEEF STEW W/ POTATOES, TOMATO-BASED SAUCE	Beef_stew_with_potatoes_tomato_based_sauce_mixture_	Beef stew with potatoes, tomato-based sauce (mixture)	0	27211100.0
27211500	BEEF  POTATOES W/ CHEESE SAUCE (MIXTURE)	Beef_and_potatoes_with_cheese_sauce_mixture_	Beef and potatoes with cheese sauce (mixture)	0	27211500.0
27212100	BEEF  NOODLES W/ TOMATO-BASED SAUCE (MIXTURE)	Beef_and_noodles_with_tomato_based_sauce_mixture_	Beef and noodles with tomato-based sauce (mixture)	0	27212100.0
27212350	BEEF STROGANOFF W/ NOODLES	Beef_stroganoff_with_noodles	Beef stroganoff with noodles	0	27212350.0
27214100	MEAT LOAF MADE W/ BEEF	Meat_loaf_made_with_beef	Meat loaf made with beef	0	27214100.0
27214110	MEAT LOAF W/ BEEF, W/ TOMATO SAUCE	Meat_loaf_made_with_beef_with_tomato_based_sauce	Meat loaf made with beef, with tomato-based sauce	0	27214110.0
27242000	CHICKEN OR TURKEY  NOODLES, NO SAUCE (MIXTURE)	Chicken_or_turkey_and_noodles_no_sauce_mixture_	Chicken or turkey and noodles, no sauce (mixture)	0	27242000.0
27243000	CHICKEN  RICE, NO SAUCE (MIXTURE)	Chicken_or_turkey_and_rice_no_sauce_mixture_	Chicken or turkey and rice, no sauce (mixture)	0	27243000.0
27243500	CHICKEN  RICE W/ TOMATO-BASED SAUCE (MIXTURE)	Chicken_or_turkey_and_rice_with_tomato_based_sauce_mixture_	Chicken or turkey and rice with tomato-based sauce (mixture)	0	27243500.0
27260010	MEATLOAF, NS AS TO TYPE OF MEAT	Meat_loaf_NS_as_to_type_of_meat	Meat loaf, NS as to type of meat	0	27260010.0
27311120	BEEF, POTATOES,  VEG (NO CAR/DK GREEN), NO SAUCE	Beef_potatoes_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_sauce_mixture_	Beef, potatoes, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)	0	27311120.0
27311410	BEEF STEW W/ POT  VEG (W/ CAR, DK GREEN), GRAVY	Beef_stew_with_potatoes_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_gravy	Beef stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy	0	27311410.0
27313160	BEEF, NOODLES  VEG (NO CAR/DK GREEN), SOY SAUCE	Beef_noodles_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_soy_based_sauce_mixture_	Beef, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture)	0	27313160.0
