"","F_TOTAL","F_CITMLB","F_OTHER","F_JUICE","V_TOTAL","V_DRKGR","V_REDOR_TOTAL","V_REDOR_TOMATO","V_REDOR_OTHER","V_STARCHY_TOTAL","V_STARCHY_POTATO","V_STARCHY_OTHER","V_OTHER","V_LEGUMES","G_TOTAL","G_WHOLE","G_REFINED","PF_TOTAL","PF_MPS_TOTAL","PF_MEAT","PF_CUREDMEAT","PF_ORGAN","PF_POULT","PF_SEAFD_HI","PF_SEAFD_LOW","PF_EGGS","PF_SOY","PF_NUTSDS","PF_LEGUMES","D_TOTAL","D_MILK","D_YOGURT","D_CHEESE","OILS","SOLID_FATS","ADD_SUGARS","A_DRINKS"
"V_STARCHY_POTATO",1.00129629980257,1.08193514904738,0.968642698169283,0.964722188544641,0.735062019285864,1.06882288495744,0.999150738811758,0.978137655288234,1.023468347952,0.145333321295281,0,1.01227455623651,0.94152218056791,1.08088404421477,0.997118298920475,1.00546163259631,0.994518412798967,0.960338482763681,0.983796148490854,0.929668881255357,1.01900337443614,1.02266762877907,1.05035964814445,0.973578097603037,0.975031135572754,0.919815795130481,1.04062156896065,0.96609655950201,1.07993129698863,1.06719128672225,0.953499052608623,1.06218625699849,1.03730943033261,0.842332037326748,0.94721590630617,0.991957912947679,0.958738582967511
"V_STARCHY_OTHER",0.8862252999569,0.94996763333464,0.841615992254655,1.0631405843302,0.804860102992992,0.972023122034674,0.94710228417568,0.962568211545006,0.961797248880635,0.491352659640599,1.01227455623651,0,0.976052453266184,0.976472756302278,1.05437463692325,1.01136713128002,1.05456403417307,0.877206490605667,0.846349118721533,0.900770129336526,0.909484060093918,0.938376573829803,0.938140781547152,1.00408669369077,0.883556755912404,0.934831712660116,1.0531367004583,1.04079007610461,0.976895743546554,0.995220235645919,0.951500291667211,0.959115221598722,1.00229708190771,0.994454151263292,1.04111638464689,1.13136699882319,0.987797967192688
"V_OTHER",0.82361277131284,0.939499332084455,0.833880709095761,0.926768225751336,0.180998313575566,0.688986073956565,0.68754831750722,0.776654553791117,0.776891852509679,0.937214313703435,0.94152218056791,0.976052453266184,0,0.943739942147137,0.890517052662256,0.985809880929532,0.886421150790253,0.760742743716052,0.883981551632443,1.02160226514538,0.948563486537929,0.965651297250493,0.911496830947499,0.91557577151258,0.912846650295883,0.876410908153094,1.11710700643796,0.719724163066449,0.944247702966684,0.952378674895892,0.997366458092157,0.848403632549621,0.887680235225152,0.594186409393411,0.851874580963684,1.12986782360571,0.979365239486611
"V_LEGUMES",0.942957080334301,0.911285812712844,0.963259938952886,1.02693478411117,0.929831419059184,1.01646850995533,0.820049364175852,0.841600352062958,0.905221846748653,1.05742865688173,1.08088404421477,0.976472756302278,0.943739942147137,0,0.82590283434414,0.750845577774792,0.916161926934302,0.931447479538188,0.980166194441797,0.994041123811296,0.953537022143362,1.02406465211463,0.975366986140596,1.02571738880607,1.02268972183799,0.895163823996404,1.05817812177188,0.915226619048527,6.99665851217057e-05,1.09007888993287,1.04020776930182,1.00575506127371,1.03362189771786,0.847472848560394,0.972824891295318,1.05700164929728,1.05792788695689
"G_TOTAL",0.927655119506457,0.847968487299369,1.08274745487025,0.836129657885954,0.916067138770323,1.10074025092573,0.804669588767518,0.702893199043869,1.03889430897964,1.02575093416349,0.997118298920475,1.05437463692325,0.890517052662256,0.82590283434414,0,0.596598310541921,0.0795199779604103,0.873341426877625,0.850601592116848,0.955127270918329,0.86638504536689,0.83927061394576,0.8839504593137,1.01701324559234,0.966638337846445,0.968194799843947,1.22317673170254,0.955757922929662,0.82622053831804,0.791394687105099,1.00575551091345,0.988312234391656,0.600886512750936,0.72081150290735,0.492931053962458,0.843406146486928,0.920044034048422
"G_WHOLE",0.92288539025964,0.855862853845646,1.02086212137513,0.931611093077418,0.999037558387827,1.05595674448586,0.949967260414431,0.994778820230289,0.929679280087234,1.01060468214798,1.00546163259631,1.01136713128002,0.985809880929532,0.750845577774792,0.596598310541921,0,0.986258293811911,0.804791107607807,0.935621095443456,1.05017771577602,0.882298432728386,0.980002982865602,0.894513558358649,1.0278679801077,1.0235261341158,0.885033675305504,1.05854183398806,0.73066074643854,0.750517265930865,0.981442863932412,0.891113929568702,0.847411388426401,0.973947889384306,0.745858625455261,0.919469199098224,0.990402467741797,0.954870915657753
"G_REFINED",0.953878251495033,0.895423549491073,1.08151373439125,0.850135794189889,0.908692104319048,1.08618736845703,0.807917731231777,0.677561802108725,1.07253505609962,1.02361066679065,0.994518412798967,1.05456403417307,0.886421150790253,0.916161926934302,0.0795199779604103,0.986258293811911,0,0.944962033901614,0.864237626122223,0.929534642025826,0.904258375849682,0.832900829622618,0.918236397343014,1.00668958244466,0.953495943268041,1.01434439317381,1.21887768875542,1.06668366374521,0.916649318880632,0.779968720500087,1.05279267757832,1.05239582422367,0.574988922729068,0.803451579591148,0.480285773907531,0.832978566782372,0.931900685505746
"PF_TOTAL",0.848210888855881,1.01210921636443,0.856000750645814,0.862091997469297,0.703250931620668,0.793188442375366,0.848423546500241,0.884390964845904,0.899988620474767,0.902093471992129,0.960338482763681,0.877206490605667,0.760742743716052,0.931447479538188,0.873341426877625,0.804791107607807,0.944962033901614,0,0.161442601829446,0.593773460041461,0.649355853043001,0.872470621797738,0.498971242626327,0.726811320361292,0.760820554864415,0.730734220146659,1.06485317682322,0.542705346010868,0.931707751126844,1.05700009618782,1.054686540964,0.853532814432511,0.973612511060598,0.623750125258843,0.851246455092024,1.13903264840757,0.957245172599681
"PF_MPS_TOTAL",0.978248694002219,1.07312583019189,0.947577600978249,0.955020567837395,0.832804668605587,0.856135041297304,0.947057552174175,0.925227083130163,1.00402347862252,0.906269808386644,0.983796148490854,0.846349118721533,0.883981551632443,0.980166194441797,0.850601592116848,0.935621095443456,0.864237626122223,0.161442601829446,0,0.509608998606909,0.55711245421378,0.859052164780942,0.38975553068795,0.693046670910941,0.769387989398743,1.02044411108958,1.18992917241582,1.04233089387396,0.980286218056952,1.05208809181862,1.05904516892795,0.966774788780869,0.947055569041617,0.911091360092604,0.887077578091737,1.12695901625395,0.905559118369562
"PF_MEAT",1.05697063274699,1.04906910193777,1.03878043967175,1.01649702043353,1.01616752079286,1.062997259645,1.04027860809504,1.02750061135702,1.03022365473348,0.887920347084069,0.929668881255357,0.900770129336526,1.02160226514538,0.994041123811296,0.955127270918329,1.05017771577602,0.929534642025826,0.593773460041461,0.509608998606909,0,0.9457208413466,0.979736071441557,1.1156339851185,1.06037577747792,0.986318008751493,1.03304913012891,1.08969834601569,1.02297874733425,0.99415733500217,1.0393354651579,0.957508589903055,1.0185344719562,1.00385890437756,1.05917254261864,0.85346327975958,0.996489112570842,0.891752165590558
"PF_CUREDMEAT",0.995646398429708,1.03346723686071,0.97095336980948,1.00363767109919,0.945150644160063,0.938661458352452,1.02089140581106,0.991712366529209,1.041219046028,0.969365317883179,1.01900337443614,0.909484060093918,0.948563486537929,0.953537022143362,0.86638504536689,0.882298432728386,0.904258375849682,0.649355853043001,0.55711245421378,0.9457208413466,0,0.930789298338512,0.865568916541953,1.02024140420968,1.02447578928725,1.06108647314962,1.07457487690792,1.04483793034393,0.953581797114703,0.973075864546835,1.01010370893011,0.926911381817102,0.943106282574817,0.971485484295362,0.915025325197302,1.08796034931993,0.941919285724955
"PF_ORGAN",0.9551920241721,1.03345851303392,0.983416997007388,0.874309416512604,0.972198508151604,1.01862594806442,0.966933349450552,0.958715820798003,0.996377089817854,0.987521848640409,1.02266762877907,0.938376573829803,0.965651297250493,1.02406465211463,0.83927061394576,0.980002982865602,0.832900829622618,0.872470621797738,0.859052164780942,0.979736071441557,0.930789298338512,0,0.845236271363877,1.01184987082397,1.00108957276861,0.991203609846217,1.02168220786465,0.992268836846853,1.02412099943252,0.951533089801373,1.01022337796849,1.02250644436442,0.929581595203036,0.97040011839503,0.933674385615403,0.976423140354369,1.02140152656735
"PF_POULT",0.940390813730414,1.01813229086798,0.920411921422106,0.973522232038441,0.877065417092316,0.816719235845671,0.98138772215363,0.989089450903868,0.983998443056554,1.01124335303755,1.05035964814445,0.938140781547152,0.911496830947499,0.975366986140596,0.8839504593137,0.894513558358649,0.918236397343014,0.498971242626327,0.38975553068795,1.1156339851185,0.865568916541953,0.845236271363877,0,1.05873235909382,1.01792487960071,1.07086005721628,1.12175570684416,1.02253021738569,0.975762748994812,1.03765796031727,1.06276223685462,0.977323506387526,0.973268003026075,0.906578666806718,1.00017180261973,1.08801150620155,0.988059448130499
"PF_SEAFD_HI",0.991234297056852,1.00534973602059,0.975769629354362,1.01665585920427,0.887945091950631,0.956748763453277,0.879707477006624,0.839694213425047,0.998281419810112,0.979371567379126,0.973578097603037,1.00408669369077,0.91557577151258,1.02571738880607,1.01701324559234,1.0278679801077,1.00668958244466,0.726811320361292,0.693046670910941,1.06037577747792,1.02024140420968,1.01184987082397,1.05873235909382,0,0.977190595352729,0.875244866155911,1.05974384166147,1.03356082465683,1.02555931898456,1.05979950907652,1.06384371201246,0.992283010875594,1.01398979359603,0.929888541358842,1.03450073057738,1.02848455549024,0.984236613092803
"PF_SEAFD_LOW",0.9582896109026,1.08439262311709,0.98690168661942,0.814777120728981,0.853524419828823,0.904062924356725,0.895576552494416,0.919203037564876,0.932405421488535,0.918041591993399,0.975031135572754,0.883556755912404,0.912846650295883,1.02268972183799,0.966638337846445,1.0235261341158,0.953495943268041,0.760820554864415,0.769387989398743,0.986318008751493,1.02447578928725,1.00108957276861,1.01792487960071,0.977190595352729,0,0.924434116816095,1.04732646045439,0.943167128508672,1.02200305951847,0.964933354440588,1.06048387016121,0.993450211738128,0.901269167037016,0.894868076696245,0.941137983108001,1.13230978872875,1.00082562459781
"PF_EGGS",0.935514712727893,1.0364988810539,0.931961433748794,0.916870853393339,0.836698580685605,0.948973095026024,0.876729199857116,0.874829988006294,0.953946946875022,0.897121774121011,0.919815795130481,0.934831712660116,0.876410908153094,0.895163823996404,0.968194799843947,0.885033675305504,1.01434439317381,0.730734220146659,1.02044411108958,1.03304913012891,1.06108647314962,0.991203609846217,1.07086005721628,0.875244866155911,0.924434116816095,0,1.06856331784963,0.77645276210046,0.895427579179233,1.0542376930893,0.993574157166687,1.0237355014048,0.987152285599077,0.785119855920971,0.846216327359162,1.0691128992119,0.943887127876793
"PF_SOY",1.16399683694285,1.05667374411309,1.15855917855499,1.05978588316264,1.17635718162413,1.0955513228534,1.15906671715285,1.15445166517918,1.06742917241951,1.0625662255966,1.04062156896065,1.0531367004583,1.11710700643796,1.05817812177188,1.22317673170254,1.05854183398806,1.21887768875542,1.06485317682322,1.18992917241582,1.08969834601569,1.07457487690792,1.02168220786465,1.12175570684416,1.05974384166147,1.04732646045439,1.06856331784963,0,1.064794362616,1.05840249268398,1.03198707427929,1.1737805613565,1.07670438682599,1.19799408552078,0.904524254301708,1.23466326490465,0.921072126757727,1.10631909285159
"PF_NUTSDS",0.687532944156512,0.851577037759046,0.76687769104798,0.803666480543723,0.69163256002624,0.820136221278838,0.774585752103113,0.897019980233916,0.773178326108589,0.991986656660546,0.96609655950201,1.04079007610461,0.719724163066449,0.915226619048527,0.955757922929662,0.73066074643854,1.06668366374521,0.542705346010868,1.04233089387396,1.02297874733425,1.04483793034393,0.992268836846853,1.02253021738569,1.03356082465683,0.943167128508672,0.77645276210046,1.064794362616,0,0.915376434591908,0.989968203903572,0.951778733875356,0.711916798072,0.987094101284015,0.476730230368842,0.885204290198141,1.05254332879952,1.07926517752548
"PF_LEGUMES",0.94360266417909,0.91200688672659,0.963520349776583,1.02726369225205,0.930179063576343,1.01646257340617,0.820747905767721,0.842725195861403,0.905012155884227,1.05682792541355,1.07993129698863,0.976895743546554,0.944247702966684,6.99665851217057e-05,0.82622053831804,0.750517265930865,0.916649318880632,0.931707751126844,0.980286218056952,0.99415733500217,0.953581797114703,1.02412099943252,0.975762748994812,1.02555931898456,1.02200305951847,0.895427579179233,1.05840249268398,0.915376434591908,0,1.09110637956235,1.04067052432378,1.00585213960664,1.03440034063619,0.847124712293661,0.973768474771663,1.0576424652204,1.05785509151173
"D_TOTAL",0.841864916954642,0.965855588302287,0.945306216970818,0.731502272203441,0.940127565914957,0.966489605266565,0.89280022241859,0.848861196537358,1.00784775759533,1.05537264273295,1.06719128672225,0.995220235645919,0.952378674895892,1.09007888993287,0.791394687105099,0.981442863932412,0.779968720500087,1.05700009618782,1.05208809181862,1.0393354651579,0.973075864546835,0.951533089801373,1.03765796031727,1.05979950907652,0.964933354440588,1.0542376930893,1.03198707427929,0.989968203903572,1.09110637956235,0,0.611338755034674,0.75833142306614,0.184503978187556,1.02591045254377,0.448811200278757,0.838349043069304,0.988570807546142
"D_MILK",0.915395951635681,0.928746285265243,0.94424660426497,0.970079507312758,0.991459113004965,1.0131600021443,1.02243974202552,1.03938311750609,0.989584010449545,0.934778996947567,0.953499052608623,0.951500291667211,0.997366458092157,1.04020776930182,1.00575551091345,0.891113929568702,1.05279267757832,1.054686540964,1.05904516892795,0.957508589903055,1.01010370893011,1.01022337796849,1.06276223685462,1.06384371201246,1.06048387016121,0.993574157166687,1.1737805613565,0.951778733875356,1.04067052432378,0.611338755034674,0,0.881641918951274,1.05119795736544,1.12457242078897,0.980247064443355,0.891667899392977,1.01959318006067
"D_YOGURT",0.830107981638597,0.924988582688392,0.848314112647682,0.933739792137011,0.848304077446417,0.881743111870759,0.913296973997314,0.960942252177483,0.912130010405529,1.03231680380936,1.06218625699849,0.959115221598722,0.848403632549621,1.00575506127371,0.988312234391656,0.847411388426401,1.05239582422367,0.853532814432511,0.966774788780869,1.0185344719562,0.926911381817102,1.02250644436442,0.977323506387526,0.992283010875594,0.993450211738128,1.0237355014048,1.07670438682599,0.711916798072,1.00585213960664,0.75833142306614,0.881641918951274,0,0.933171989806342,0.93171119352174,0.965804452157777,0.890837030164694,0.981784955199616
"D_CHEESE",0.836522302943259,0.965789052480852,0.963487931779531,0.683131667011402,0.851322301400485,0.928215183951661,0.803184083116412,0.744376284073421,0.989645085870608,1.03331758764489,1.03730943033261,1.00229708190771,0.887680235225152,1.03362189771786,0.600886512750936,0.973947889384306,0.574988922729068,0.973612511060598,0.947055569041617,1.00385890437756,0.943106282574817,0.929581595203036,0.973268003026075,1.01398979359603,0.901269167037016,0.987152285599077,1.19799408552078,0.987094101284015,1.03440034063619,0.184503978187556,1.05119795736544,0.933171989806342,0,0.957073326722658,0.270455878727396,0.941820266187688,0.930395537782996
"OILS",0.87650037244848,0.885278394997341,0.93191420992883,0.94392367599944,0.583076808192758,0.824639852408607,0.778801556175432,0.82020460000798,0.866606767812536,0.861362110000144,0.842332037326748,0.994454151263292,0.594186409393411,0.847472848560394,0.72081150290735,0.745858625455261,0.803451579591148,0.623750125258843,0.911091360092604,1.05917254261864,0.971485484295362,0.97040011839503,0.906578666806718,0.929888541358842,0.894868076696245,0.785119855920971,0.904524254301708,0.476730230368842,0.847124712293661,1.02591045254377,1.12457242078897,0.93171119352174,0.957073326722658,0,0.962739187531309,1.02948604901473,1.02159781781685
"SOLID_FATS",0.793131015684198,0.970788643360118,0.927487148020794,0.632070404029001,0.824199360185216,0.96372530691026,0.795637157289483,0.735843757738266,0.987810252072199,0.975899086979755,0.94721590630617,1.04111638464689,0.851874580963684,0.972824891295318,0.492931053962458,0.919469199098224,0.480285773907531,0.851246455092024,0.887077578091737,0.85346327975958,0.915025325197302,0.933674385615403,1.00017180261973,1.03450073057738,0.941137983108001,0.846216327359162,1.23466326490465,0.885204290198141,0.973768474771663,0.448811200278757,0.980247064443355,0.965804452157777,0.270455878727396,0.962739187531309,0,0.750104255541438,0.861582882443774
"ADD_SUGARS",0.961248546639035,0.936130005192003,1.02293203988732,0.931762041813797,1.14004851997543,1.08967203926782,1.03819916912581,0.949833916116715,1.11502432619143,1.06128331959559,0.991957912947679,1.13136699882319,1.12986782360571,1.05700164929728,0.843406146486928,0.990402467741797,0.832978566782372,1.13903264840757,1.12695901625395,0.996489112570842,1.08796034931993,0.976423140354369,1.08801150620155,1.02848455549024,1.13230978872875,1.0691128992119,0.921072126757727,1.05254332879952,1.0576424652204,0.838349043069304,0.891667899392977,0.890837030164694,0.941820266187688,1.02948604901473,0.750104255541438,0,0.829964105966661
"A_DRINKS",1.00278786189199,1.014098443963,1.00009978818387,0.9902057822868,0.989346398237288,0.989129537628054,1.05272627418265,1.02421832719895,1.05290773905047,0.958136783222468,0.958738582967511,0.987797967192688,0.979365239486611,1.05792788695689,0.920044034048422,0.954870915657753,0.931900685505746,0.957245172599681,0.905559118369562,0.891752165590558,0.941919285724955,1.02140152656735,0.988059448130499,0.984236613092803,1.00082562459781,0.943887127876793,1.10631909285159,1.07926517752548,1.05785509151173,0.988570807546142,1.01959318006067,0.981784955199616,0.930395537782996,1.02159781781685,0.861582882443774,0.829964105966661,0
