Variables	Min	FirstQu	Median	Mean	ThirdQu	Max	SD
PHOS	0	7.04866666666666	39.6	103.053035057592	129.7825	1128.33	163.788627341739
POTA	0	37.23	94.08	207.490367163176	243.87	2590.8	323.282147926326
SODI	0	9.9775	120.414	306.896675079407	401.002	2093.931	431.23315073105
ZINC	0	0.0507	0.256	0.675976188682374	0.744	8.47665	1.15865230801956
COPP	0	0.0131175	0.046494	0.0925960720462478	0.12422	0.793	0.122633284943168
SELE	0	0.118333333333333	1.305	10.0225355171902	9.9298125	188.4708	21.7777161140999
VC	0	0	0.30625	6.45996804851658	4.36365	92.092	14.8594269262827
VB1	0	0.0094375	0.03306	0.112512525142234	0.10168	3.73791	0.324852966393652
VB2	0	0.0114	0.052	0.12354262988918	0.16704	1.14	0.179306863529364
NIAC	0	0.075631	0.41236	1.74163121260558	1.7425425	36.522174	4.03972866444496
VB6	0	0.015423129	0.04899	0.152843387448517	0.14862	2.289552	0.285884280146588
FOLA	0	2.151875	12.1666666666667	27.1059637801047	35.9175	190.08	38.0301302791674
FA	0	0	0	4.96670157068063	0	173.8	18.9703318260229
FF	0	1.851875	9.76	22.1955972879581	25.100544	190.08	34.0031221526324
FDFE	0	2.151875	12.6	30.5523773926702	37.26	303.36	45.5231170853995
VB12	0	0	0	0.649411531413613	0.24165	20.27592	2.24145787090727
VARA	0	0	3.744	47.5893301483421	45.0625	598.92	103.354850273209
RET	0	0	0	24.2506151832461	4.24625	516	68.6227315745815
BCAR	0	0	5.124	244.56342030192	60.21	6041.28	836.938043085572
ACAR	0	0	0	66.2320037085515	0.216666666666667	2295.86	313.464205435532
CRYP	0	0	0	4.09109096858639	0.574	182.525	16.6623036835077
LYCO	0	0	0	170.232027486911	0	8947.26	884.255118873434
LZ	0	0	2.595	178.983718368237	82.371875	7866.72	649.709591718514
ATOC	0	0.0474	0.246	0.69502724478185	0.790875	7.19922	1.15151947567648
VK	0	0.225	1.8375	14.1776493193717	10.65	309.744	35.994817132227
CHOLE	0	0	0	28.5426623036649	9.6	840	95.8295765831566
SFAT	0	0.0103375	0.30927	1.47525525916492	1.5725975	16.32108	2.67646958555134
S040	0	0	0	0.0207487094240838	0	0.4899	0.0676271574729733
S060	0	0	0	0.0130815392670157	0	0.3611	0.0455219600196653
S080	0	0	0	0.0113788239528796	0.002232	0.23	0.0314714095605959
S100	0	0	0	0.0226177270942408	0.00544	0.5037	0.0688307186188339
S120	0	0	0	0.0235999509162304	0.00591875	0.5635	0.0736827066900727
S140	0	0	0.0024	0.0979549381396161	0.0266175	1.809864	0.268841477999212
S160	0	0.00921625	0.203205	0.880625745438045	0.968459	9.88656	1.53162843981498
S180	0	0.0012	0.0477425	0.353005681089878	0.3192	4.43232	0.701404705883965
MFAT	0	0.00816	0.4471	2.14773242109773	2.49849	19.00428	3.58324688072116
M161	0	0.0001125	0.0047	0.0827022431797557	0.047605	1.26654	0.191998584176175
M181	0	0.00502	0.41924	1.98626027067539	2.41908	17.51562	3.33395049402022
M201	0	0	0.004185	0.0394873246125654	0.026808	1.877904	0.152135155221881
M221	0	0	0	0.00507600392670157	0	0.2112	0.0235687376476049
PFAT	0	0.02806049275	0.4209975	1.80576816291361	1.70704	23.587	3.33774884762963
P182	0	0.01725	0.286094976	1.52993267442932	1.396255	19.0465	2.86928421203802
P183	0	0.00276	0.04032	0.204048221318499	0.1767825	4.54	0.469264031499064
P184	0	0	0	0.00300982984293194	0	0.299376	0.0237542103805991
P204	0	0	0	0.0144807188691099	0.00308	0.42	0.0499345549733239
P205	0	0	0	0.012071851895288	0	0.755244	0.0675546059145548
P225	0	0	0	0.00366035994764398	0	0.19392	0.0179308017819919
P226	0	0	0	0.0241804685863874	0	1.38462	0.122412839000553
VITD	0	0	0	0.79399554973822	0.044	45.2466	3.81584328611264
CHOLN	0	1.59178125	6.591375	33.6296004086387	29.6875	574.5	73.4384707101638
VITE_ADD	0	0	0	0.0735896335078534	0	7.19922	0.717468655628847
B12_ADD	0	0	0	0.0680743979057592	0	3.24	0.393176849380756
F_TOTAL	0	0	0	0.0129438481675393	0	1.4256	0.112559722940327
F_CITMLB	0	0	0	0.00361020942408377	0	0.5244	0.0391274377139773
F_OTHER	0	0	0	0.00707185863874346	0	0.9936	0.073804486897021
F_JUICE	0	0	0	0.00226178010471204	0	0.432	0.0312584229486326
V_TOTAL	0	0	0	0.233032489092496	0.2484875	4.029	0.490804574160715
V_DRKGR	0	0	0	0.0226412129144852	0	1	0.112387970057142
V_REDOR_TOTAL	0	0	0	0.0373075916230367	0	1.2726	0.148445819776675
V_REDOR_TOMATO	0	0	0	0.0235	0	1.2726	0.1342710792037
V_REDOR_OTHER	0	0	0	0.0138075916230366	0	0.48	0.0664013039956829
V_STARCHY_TOTAL	0	0	0	0.0611901832460733	0	4.029	0.390951782929585
V_STARCHY_POTATO	0	0	0	0.0548125654450262	0	4.029	0.3886835237449
V_STARCHY_OTHER	0	0	0	0.00637761780104712	0	0.4248	0.0429481910732724
V_OTHER	0	0	0	0.111893501308901	0.072	1.7301	0.25109570986941
V_LEGUMES	0	0	0	0.0136820680628272	0	0.6578	0.0694461729917539
G_TOTAL	0	0	0	0.255485340314136	0	3.8552	0.693498633850409
G_WHOLE	0	0	0	0.0345785340314136	0	1.96	0.239876477006391
G_REFINED	0	0	0	0.220906806282723	0	3.8552	0.662387578867268
PF_TOTAL	0	0	0	0.61579762434555	0.126	11.32866	1.5995276113294
PF_MPS_TOTAL	0	0	0	0.438075968586387	0	11.32866	1.48967828164338
PF_MEAT	0	0	0	0.0542921465968586	0	3.9123	0.436496209896247
PF_CUREDMEAT	0	0	0	0.0652085340314136	0	6.00453	0.517712412979036
PF_ORGAN	0	0	0	0	0	0	0
PF_POULT	0	0	0	0.0645387434554974	0	4.0362	0.457076694550893
PF_SEAFD_HI	0	0	0	0.111945392670157	0	11.32866	0.903229063850319
PF_SEAFD_LOW	0	0	0	0.142091151832461	0	9.4689	0.872590495532959
PF_EGGS	0	0	0	0.0908997382198953	0	4.5	0.47512757584556
PF_SOY	0	0	0	0.0465905759162304	0	3.3558	0.338525645635341
PF_NUTSDS	0	0	0	0.0402313416230366	0	3.525	0.28777102685654
PF_LEGUMES	0	0	0	0.0549482984293194	0	2.61855	0.278495102031691
D_TOTAL	0	0	0	0.0669068193717278	0	1.5011325	0.224173752494126
D_MILK	0	0	0	0.0289417277486911	0	1.05042	0.119152038221183
D_YOGURT	0	0	0	0.00577153141361257	0	0.57	0.0512881365993464
D_CHEESE	0	0	0	0.0272207853403141	0	1.5011325	0.156357792813128
OILS	0	0	0	2.84324845376963	1.896	36.6933	6.08353984945838
SOLID_FATS	0	0	0	1.54573445026178	0.299875	25.5132	4.12646297506297
ADD_SUGARS	0	0	0	0.360575785340314	0	8.8164	1.1310704328235
A_DRINKS	0	0	0	0.0199193717277487	0	1.008	0.129626243247849
FoodComp	1	1	1	1	1	1	0
Food_Description	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Gender	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric	not_numeric
Age	25	25	60	49.8638743455497	71	71	18.2581576191927
Weight	53	53	73	75.7120418848168	85	99	16.0300970715886
Height	163	163	169	168.371727748691	169	175	3.98722125232132
BMI	19	19	27	26.6335078534031	30	32	4.86358409629978
Waist.Circumference	75	75	89	87.6858638743455	90	101	8.66789351951112
